"idx","regdate"
"167","20221206"
"168","20221206"
"169","20221206"
"170","20221206"
"171","20221206"
"172","20221206"
"173","20221206"
"174","20221206"
"175","20221206"
"176","20221206"
"177","20221206"
"178","20221206"
"179","20221206"
"180","20221206"
"181","20221206"
"182","20221206"
"183","20221206"
"184","20221206"
"185","20221206"
"186","20221206"
"187","20221206"
"188","20221206"
"189","20221206"
"190","20221206"
"191","20221206"
"192","20221206"
"193","20221206"
"194","20221206"
"195","20221206"
"196","20221206"
"197","20221206"
"198","20221206"
"199","20221206"
"200","20221206"
"201","20221206"
"202","20221206"
"203","20221206"
"204","20221206"
"205","20221206"
"206","20221206"
"207","20221206"
"208","20221206"
"209","20221206"
"210","20221206"
"211","20221206"
"212","20221206"
"213","20221206"
"214","20221206"
"215","20221206"
"216","20221206"
"217","20221206"
"218","20221206"
"219","20221206"
"220","20221206"
"221","20221206"
"222","20221206"
"223","20221206"
"224","20221206"
"225","20221206"
"226","20221206"
"227","20221206"
"228","20221206"
"229","20221206"
"230","20221206"
"231","20221206"
"232","20221206"
"233","20221206"
"234","20221206"
"235","20221206"
"236","20221206"
"237","20221206"
"238","20221206"
"239","20221206"
"240","20221206"
"241","20221206"
"242","20221206"
"243","20221206"
"244","20221206"
"245","20221206"
"246","20221206"
"247","20221206"
"248","20221206"
"249","20221206"
"250","20221206"
"251","20221206"
"252","20221206"
"253","20221206"
"254","20221206"
"255","20221206"
"256","20221206"
"257","20221206"
"258","20221206"
"259","20221206"
"260","20221206"
"261","20221206"
"262","20221206"
"263","20221206"
"264","20221206"
"265","20221206"
"266","20221206"
"267","20221206"
"268","20221206"
"269","20221206"
"270","20221206"
"271","20221206"
"272","20221206"
"273","20221206"
"274","20221206"
"275","20221206"
"276","20221206"
"277","20221206"
"278","20221206"
"279","20221206"
"280","20221206"
"281","20221206"
"282","20221206"
"283","20221206"
"284","20221206"
"285","20221206"
"286","20221206"
"287","20221206"
"288","20221206"
"289","20221206"
"290","20221206"
"291","20221206"
"292","20221206"
"293","20221206"
"294","20221206"
"295","20221206"
"296","20221206"
"297","20221206"
"298","20221206"
"299","20221206"
"300","20221206"
"301","20221206"
"302","20221206"
"303","20221206"
"304","20221206"
"305","20221206"
"306","20221206"
"307","20221206"
"308","20221206"
"309","20221206"
"310","20221206"
"311","20221206"
"312","20221206"
"313","20221206"
"314","20221206"
"315","20221206"
"316","20221206"
"317","20221206"
"318","20221206"
"319","20221206"
"320","20221206"
"321","20221206"
"322","20221206"
"323","20221206"
"324","20221206"
"325","20221206"
"326","20221206"
"327","20221206"
"328","20221206"
"329","20221206"
"330","20221206"
"331","20221206"
"332","20221206"
"333","20221206"
"334","20221206"
"335","20221206"
"336","20221206"
"337","20221206"
"338","20221206"
"339","20221206"
"340","20221206"
"341","20221206"
"342","20221206"
"343","20221206"
"344","20221206"
"345","20221206"
"346","20221206"
"347","20221206"
"348","20221206"
"349","20221206"
"350","20221206"
"351","20221206"
"352","20221206"
"353","20221206"
"354","20221206"
"355","20221206"
"356","20221206"
"357","20221206"
"358","20221206"
"359","20221206"
"360","20221206"
"361","20221206"
"362","20221206"
"363","20221206"
"364","20221206"
"365","20221206"
"366","20221206"
"367","20221206"
"368","20221206"
"369","20221206"
"370","20221206"
"371","20221206"
"372","20221206"
"373","20221206"
"374","20221206"
"375","20221206"
"376","20221206"
"377","20221206"
"378","20221206"
"379","20221206"
"380","20221206"
"381","20221206"
"382","20221206"
"383","20221206"
"384","20221206"
"385","20221206"
"386","20221206"
"387","20221206"
"388","20221206"
"389","20221206"
"390","20221206"
"391","20221206"
"392","20221206"
"393","20221206"
"394","20221206"
"395","20221206"
"396","20221206"
"397","20221206"
"398","20221206"
"399","20221206"
"400","20221206"
"401","20221206"
"402","20221206"
"403","20221206"
"404","20221206"
"405","20221206"
"406","20221206"
"407","20221206"
"408","20221206"
"409","20221206"
"410","20221206"
"411","20221206"
"412","20221206"
"413","20221206"
"414","20221206"
"415","20221206"
"416","20221206"
"417","20221206"
"418","20221206"
"419","20221206"
"420","20221206"
"421","20221206"
"422","20221206"
"423","20221206"
"424","20221206"
"425","20221206"
"426","20221206"
"427","20221206"
"428","20221206"
"429","20221206"
"430","20221206"
"431","20221206"
"432","20221206"
"433","20221206"
"434","20221206"
"435","20221206"
"436","20221206"
"437","20221206"
"438","20221206"
"439","20221206"
"440","20221206"
"441","20221206"
"442","20221206"
"443","20221206"
"444","20221206"
"445","20221206"
"446","20221206"
"447","20221206"
"448","20221206"
"449","20221206"
"450","20221206"
"451","20221206"
"452","20221206"
"453","20221206"
"454","20221206"
"455","20221206"
"456","20221206"
"457","20221206"
"458","20221206"
"459","20221206"
"460","20221206"
"461","20221206"
"462","20221206"
"463","20221206"
"464","20221206"
"465","20221206"
"466","20221206"
"467","20221206"
"468","20221206"
"469","20221206"
"470","20221206"
"471","20221206"
"472","20221206"
"473","20221206"
"474","20221206"
"475","20221206"
"476","20221206"
"477","20221206"
"478","20221206"
"479","20221206"
"480","20221206"
"481","20221206"
"482","20221206"
"483","20221206"
"484","20221206"
"485","20221206"
"486","20221206"
"487","20221206"
"488","20221206"
"489","20221206"
"490","20221206"
"491","20221206"
"492","20221206"
"493","20221206"
"494","20221206"
"495","20221206"
"496","20221206"
"497","20221206"
"498","20221206"
"499","20221206"
"500","20221206"
"501","20221206"
"502","20221206"
"503","20221206"
"504","20221206"
"505","20221206"
"506","20221206"
"507","20221206"
"508","20221206"
"509","20221206"
"510","20221206"
"511","20221206"
"512","20221206"
"513","20221206"
"514","20221206"
"515","20221206"
"516","20221206"
"517","20221206"
"518","20221206"
"519","20221206"
"520","20221206"
"521","20221206"
"522","20221206"
"523","20221206"
"524","20221206"
"525","20221206"
"526","20221206"
"527","20221206"
"528","20221206"
"529","20221206"
"530","20221206"
"531","20221206"
"532","20221206"
"533","20221206"
"534","20221206"
"535","20221206"
"536","20221206"
"537","20221206"
"538","20221206"
"539","20221206"
"540","20221206"
"541","20221206"
"542","20221206"
"543","20221206"
"544","20221206"
"545","20221206"
"546","20221206"
"547","20221206"
"548","20221206"
"549","20221206"
"550","20221206"
"551","20221206"
"552","20221206"
"553","20221206"
"554","20221206"
"555","20221206"
"556","20221206"
"557","20221206"
"558","20221206"
"559","20221206"
"560","20221206"
"561","20221206"
"562","20221206"
"563","20221206"
"564","20221206"
"565","20221206"
"566","20221206"
"567","20221206"
"568","20221206"
"569","20221206"
"570","20221206"
"571","20221206"
"572","20221206"
"573","20221206"
"574","20221206"
"575","20221206"
"576","20221206"
"577","20221206"
"578","20221206"
"579","20221206"
"580","20221206"
"581","20221206"
"582","20221206"
"583","20221206"
"584","20221206"
"585","20221206"
"586","20221206"
"587","20221206"
"588","20221206"
"589","20221206"
"590","20221206"
"591","20221206"
"592","20221206"
"593","20221206"
"594","20221206"
"595","20221206"
"596","20221206"
"597","20221206"
"598","20221206"
"599","20221206"
"600","20221206"
"601","20221206"
"602","20221206"
"603","20221206"
"604","20221206"
"605","20221206"
"606","20221206"
"607","20221206"
"608","20221206"
"609","20221206"
"610","20221206"
"611","20221206"
"612","20221206"
"613","20221206"
"614","20221206"
"615","20221206"
"616","20221206"
"617","20221206"
"618","20221206"
"619","20221206"
"620","20221206"
"621","20221206"
"622","20221206"
"623","20221206"
"624","20221206"
"625","20221206"
"626","20221206"
"627","20221206"
"628","20221206"
"629","20221206"
"630","20221206"
"631","20221206"
"632","20221206"
"633","20221206"
"634","20221206"
"635","20221206"
"636","20221206"
"637","20221206"
"638","20221206"
"639","20221206"
"640","20221206"
"641","20221206"
"642","20221206"
"643","20221206"
"644","20221206"
"645","20221206"
"646","20221206"
"647","20221206"
"648","20221206"
"649","20221206"
"650","20221206"
"651","20221206"
"652","20221206"
"653","20221206"
"654","20221206"
"655","20221206"
"656","20221206"
"657","20221206"
"658","20221206"
"659","20221206"
"660","20221206"
"661","20221206"
"662","20221206"
"663","20221206"
"664","20221206"
"665","20221206"
"666","20221206"
"667","20221206"
"668","20221206"
"669","20221206"
"670","20221206"
"671","20221206"
"672","20221206"
"673","20221206"
"674","20221206"
"675","20221206"
"676","20221206"
"677","20221206"
"678","20221206"
"679","20221206"
"680","20221206"
"681","20221206"
"682","20221206"
"683","20221206"
"684","20221206"
"685","20221206"
"686","20221206"
"687","20221206"
"688","20221206"
"689","20221206"
"690","20221206"
"691","20221206"
"692","20221206"
"693","20221206"
"694","20221206"
"695","20221206"
"696","20221206"
"697","20221206"
"698","20221206"
"699","20221206"
"700","20221206"
"701","20221206"
"702","20221206"
"703","20221206"
"704","20221206"
"705","20221206"
"706","20221206"
"707","20221206"
"708","20221206"
"709","20221206"
"710","20221206"
"711","20221206"
"712","20221206"
"713","20221206"
"714","20221206"
"715","20221206"
"716","20221206"
"717","20221206"
"718","20221206"
"719","20221206"
"720","20221206"
"721","20221206"
"722","20221206"
"723","20221206"
"724","20221206"
"725","20221206"
"726","20221206"
"727","20221206"
"728","20221206"
"729","20221206"
"730","20221206"
"731","20221206"
"732","20221206"
"733","20221206"
"734","20221206"
"735","20221206"
"736","20221206"
"737","20221206"
"738","20221206"
"739","20221206"
"740","20221206"
"741","20221206"
"742","20221206"
"743","20221206"
"744","20221206"
"745","20221206"
"746","20221206"
"747","20221206"
"748","20221206"
"749","20221206"
"750","20221206"
"751","20221206"
"752","20221206"
"753","20221206"
"754","20221206"
"755","20221206"
"756","20221206"
"757","20221206"
"758","20221206"
"759","20221206"
"760","20221206"
"761","20221206"
"762","20221206"
"763","20221206"
"764","20221206"
"765","20221206"
"766","20221206"
"767","20221206"
"768","20221206"
"769","20221206"
"770","20221206"
"771","20221206"
"772","20221206"
"773","20221206"
"774","20221206"
"775","20221206"
"776","20221206"
"777","20221206"
"778","20221206"
"779","20221206"
"780","20221206"
"781","20221206"
"782","20221206"
"783","20221206"
"784","20221206"
"785","20221206"
"786","20221206"
"787","20221206"
"788","20221206"
"789","20221206"
"790","20221206"
"791","20221206"
"792","20221206"
"793","20221206"
"794","20221206"
"795","20221206"
"796","20221206"
"797","20221206"
"798","20221206"
"799","20221206"
"800","20221206"
"801","20221206"
"802","20221206"
"803","20221206"
"804","20221206"
"805","20221206"
"806","20221206"
"807","20221206"
"808","20221206"
"809","20221206"
"810","20221206"
"811","20221206"
"812","20221206"
"813","20221206"
"814","20221206"
"815","20221206"
"816","20221206"
"817","20221206"
"818","20221206"
"819","20221206"
"820","20221206"
"821","20221206"
"822","20221206"
"823","20221206"
"824","20221206"
"825","20221206"
"826","20221206"
"827","20221206"
"828","20221206"
"829","20221206"
"830","20221206"
"831","20221206"
"832","20221206"
"833","20221206"
"834","20221206"
"835","20221206"
"836","20221206"
"837","20221206"
"838","20221206"
"839","20221206"
"840","20221206"
"841","20221206"
"842","20221206"
"843","20221206"
"844","20221206"
"845","20221206"
"846","20221206"
"847","20221206"
"848","20221206"
"849","20221206"
"850","20221206"
"851","20221206"
"852","20221206"
"853","20221206"
"854","20221206"
"855","20221206"
"856","20221206"
"857","20221206"
"858","20221206"
"859","20221206"
"860","20221206"
"861","20221206"
"862","20221206"
"863","20221206"
"864","20221206"
"865","20221206"
"866","20221206"
"867","20221206"
"868","20221206"
"869","20221206"
"870","20221206"
"871","20221206"
"872","20221206"
"873","20221206"
"874","20221206"
"875","20221206"
"876","20221206"
"877","20221206"
"878","20221206"
"879","20221206"
"880","20221206"
"881","20221206"
"882","20221206"
"883","20221206"
"884","20221206"
"885","20221206"
"886","20221206"
"887","20221206"
"888","20221206"
"889","20221206"
"890","20221206"
"891","20221206"
"892","20221206"
"893","20221206"
"894","20221206"
"895","20221206"
"896","20221206"
"897","20221206"
"898","20221206"
"899","20221206"
"900","20221206"
"901","20221206"
"902","20221206"
"903","20221206"
"904","20221206"
"905","20221206"
"906","20221206"
"907","20221206"
"908","20221206"
"909","20221206"
"910","20221206"
"911","20221206"
"912","20221206"
"913","20221206"
"914","20221206"
"915","20221206"
"916","20221206"
"917","20221206"
"918","20221206"
"919","20221206"
"920","20221206"
"921","20221206"
"922","20221206"
"923","20221206"
"924","20221206"
"925","20221206"
"926","20221206"
"927","20221206"
"928","20221206"
"929","20221206"
"930","20221206"
"931","20221206"
"932","20221206"
"933","20221206"
"934","20221206"
"935","20221206"
"936","20221206"
"937","20221206"
"938","20221206"
"939","20221206"
"940","20221206"
"941","20221206"
"942","20221206"
"943","20221206"
"944","20221206"
"945","20221206"
"946","20221206"
"947","20221206"
"948","20221206"
"949","20221206"
"950","20221206"
"951","20221206"
"952","20221206"
"953","20221206"
"954","20221206"
"955","20221206"
"956","20221206"
"957","20221206"
"958","20221206"
"959","20221206"
"960","20221206"
"961","20221206"
"962","20221206"
"963","20221206"
"964","20221206"
"965","20221206"
"966","20221206"
"967","20221206"
"968","20221206"
"969","20221206"
"970","20221206"
"971","20221206"
"972","20221206"
"973","20221206"
"974","20221206"
"975","20221206"
"976","20221206"
"977","20221206"
"978","20221206"
"979","20221206"
"980","20221206"
"981","20221206"
"982","20221206"
"983","20221206"
"984","20221206"
"985","20221206"
"986","20221206"
"987","20221206"
"988","20221206"
"989","20221206"
"990","20221206"
"991","20221206"
"992","20221206"
"993","20221206"
"994","20221206"
"995","20221206"
"996","20221206"
"997","20221206"
"998","20221206"
"999","20221206"
"1000","20221206"
"1001","20221206"
"1002","20221206"
"1003","20221206"
"1004","20221206"
"1005","20221206"
"1006","20221206"
"1007","20221206"
"1008","20221206"
"1009","20221206"
"1010","20221206"
"1011","20221206"
"1012","20221206"
"1013","20221206"
"1014","20221206"
"1015","20221206"
"1016","20221206"
"1017","20221206"
"1018","20221206"
"1019","20221206"
"1020","20221206"
"1021","20221206"
"1022","20221206"
"1023","20221206"
"1024","20221206"
"1025","20221206"
"1026","20221206"
"1027","20221206"
"1028","20221206"
"1029","20221206"
"1030","20221206"
"1031","20221206"
"1032","20221206"
"1033","20221206"
"1034","20221206"
"1035","20221206"
"1036","20221206"
"1037","20221206"
"1038","20221206"
"1039","20221206"
"1040","20221206"
"1041","20221206"
"1042","20221206"
"1043","20221206"
"1044","20221206"
"1045","20221206"
"1046","20221206"
"1047","20221206"
"1048","20221206"
"1049","20221206"
"1050","20221206"
"1051","20221206"
"1052","20221206"
"1053","20221206"
"1054","20221206"
"1055","20221206"
"1056","20221206"
"1057","20221206"
"1058","20221206"
"1059","20221206"
"1060","20221206"
"1061","20221206"
"1062","20221206"
"1063","20221206"
"1064","20221206"
"1065","20221206"
"1066","20221206"
"1067","20221206"
"1068","20221206"
"1069","20221206"
"1070","20221206"
"1071","20221206"
"1072","20221206"
"1073","20221206"
"1074","20221206"
"1075","20221206"
"1076","20221206"
"1077","20221206"
"1078","20221206"
"1079","20221206"
"1080","20221206"
"1081","20221206"
"1082","20221206"
"1083","20221206"
"1084","20221206"
"1085","20221206"
"1086","20221206"
"1087","20221206"
"1088","20221206"
"1089","20221206"
"1090","20221206"
"1091","20221206"
"1092","20221206"
"1093","20221206"
"1094","20221206"
"1095","20221206"
"1096","20221206"
"1097","20221206"
"1098","20221206"
"1099","20221206"
"1100","20221206"
"1101","20221206"
"1102","20221206"
"1103","20221206"
"1104","20221206"
"1105","20221206"
"1106","20221206"
"1107","20221206"
"1108","20221206"
"1109","20221206"
"1110","20221206"
"1111","20221206"
"1112","20221206"
"1113","20221206"
"1114","20221206"
"1115","20221206"
"1116","20221206"
"1117","20221206"
"1118","20221206"
"1119","20221206"
"1120","20221206"
"1121","20221206"
"1122","20221206"
"1123","20221206"
"1124","20221206"
"1125","20221206"
"1126","20221206"
"1127","20221206"
"1128","20221206"
"1129","20221206"
"1130","20221206"
"1131","20221206"
"1132","20221206"
"1133","20221206"
"1134","20221206"
"1135","20221206"
"1136","20221206"
"1137","20221206"
"1138","20221206"
"1139","20221206"
"1140","20221206"
"1141","20221206"
"1142","20221206"
"1143","20221206"
"1144","20221206"
"1145","20221206"
"1146","20221206"
"1147","20221206"
"1148","20221206"
"1149","20221206"
"1150","20221206"
"1151","20221206"
"1152","20221206"
"1153","20221206"
"1154","20221206"
"1155","20221206"
"1156","20221206"
"1157","20221206"
"1158","20221206"
"1159","20221206"
"1160","20221206"
"1161","20221206"
"1162","20221206"
"1163","20221206"
"1164","20221206"
"1165","20221206"
"1166","20221206"
"1167","20221206"
"1168","20221206"
"1169","20221206"
"1170","20221206"
"1171","20221206"
"1172","20221206"
"1173","20221206"
"1174","20221206"
"1175","20221206"
"1176","20221206"
"1177","20221206"
"1178","20221206"
"1179","20221206"
"1180","20221206"
"1181","20221206"
"1182","20221206"
"1183","20221206"
"1184","20221206"
"1185","20221206"
"1186","20221206"
"1187","20221206"
"1188","20221206"
"1189","20221206"
"1190","20221206"
"1191","20221206"
"1192","20221206"
"1193","20221206"
"1194","20221206"
"1195","20221206"
"1196","20221206"
"1197","20221206"
"1198","20221206"
"1199","20221206"
"1200","20221206"
"1201","20221206"
"1202","20221206"
"1203","20221206"
"1204","20221206"
"1205","20221206"
"1206","20221206"
"1207","20221206"
"1208","20221206"
"1209","20221206"
"1210","20221206"
"1211","20221206"
"1212","20221206"
"1213","20221206"
"1214","20221206"
"1215","20221206"
"1216","20221206"
"1217","20221206"
"1218","20221206"
"1219","20221206"
"1220","20221206"
"1221","20221206"
"1222","20221206"
"1223","20221206"
"1224","20221206"
"1225","20221206"
"1226","20221206"
"1227","20221206"
"1228","20221206"
"1229","20221206"
"1230","20221206"
"1231","20221206"
"1232","20221206"
"1233","20221206"
"1234","20221206"
"1235","20221206"
"1236","20221206"
"1237","20221206"
"1238","20221206"
"1239","20221206"
"1240","20221206"
"1241","20221206"
"1242","20221206"
"1243","20221206"
"1244","20221206"
"1245","20221206"
"1246","20221206"
"1247","20221206"
"1248","20221206"
"1249","20221206"
"1250","20221206"
"1251","20221206"
"1252","20221206"
"1253","20221206"
"1254","20221206"
"1255","20221206"
"1256","20221206"
"1257","20221206"
"1258","20221206"
"1259","20221206"
"1260","20221206"
"1261","20221206"
"1262","20221206"
"1263","20221206"
"1264","20221206"
"1265","20221206"
"1266","20221206"
"1267","20221206"
"1268","20221206"
"1269","20221206"
"1270","20221206"
"1271","20221206"
"1272","20221206"
"1273","20221206"
"1274","20221206"
"1275","20221206"
"1276","20221206"
"1277","20221206"
"1278","20221206"
"1279","20221206"
"1280","20221206"
"1281","20221206"
"1282","20221206"
"1283","20221206"
"1284","20221206"
"1285","20221206"
"1286","20221206"
"1287","20221206"
"1288","20221206"
"1289","20221206"
"1290","20221206"
"1291","20221206"
"1292","20221206"
"1293","20221206"
"1294","20221206"
"1295","20221206"
"1296","20221206"
"1297","20221206"
"1298","20221206"
"1299","20221206"
"1300","20221206"
"1301","20221206"
"1302","20221206"
"1303","20221206"
"1304","20221206"
"1305","20221206"
"1306","20221206"
"1307","20221206"
"1308","20221206"
"1309","20221206"
"1310","20221206"
"1311","20221206"
"1312","20221206"
"1313","20221206"
"1314","20221206"
"1315","20221206"
"1316","20221206"
"1317","20221206"
"1318","20221206"
"1319","20221206"
"1320","20221206"
"1321","20221206"
"1322","20221206"
"1323","20221206"
"1324","20221206"
"1325","20221206"
"1326","20221206"
"1327","20221206"
"1328","20221206"
"1329","20221206"
"1330","20221206"
"1331","20221206"
"1332","20221206"
"1333","20221206"
"1334","20221206"
"1335","20221206"
"1336","20221206"
"1337","20221206"
"1338","20221206"
"1339","20221206"
"1340","20221206"
"1341","20221206"
"1342","20221206"
"1343","20221206"
"1344","20221206"
"1345","20221206"
"1346","20221206"
"1347","20221206"
"1348","20221206"
"1349","20221206"
"1350","20221206"
"1351","20221206"
"1352","20221206"
"1353","20221206"
"1354","20221206"
"1355","20221206"
"1356","20221206"
"1357","20221206"
"1358","20221206"
"1359","20221206"
"1360","20221206"
"1361","20221206"
"1362","20221206"
"1363","20221206"
"1364","20221206"
"1365","20221206"
"1366","20221206"
"1367","20221206"
"1368","20221206"
"1369","20221206"
"1370","20221206"
"1371","20221206"
"1372","20221206"
"1373","20221206"
"1374","20221206"
"1375","20221206"
"1376","20221206"
"1377","20221206"
"1378","20221206"
"1379","20221206"
"1380","20221206"
"1381","20221206"
"1382","20221206"
"1383","20221206"
"1384","20221206"
"1385","20221206"
"1386","20221206"
"1387","20221206"
"1388","20221206"
"1389","20221206"
"1390","20221206"
"1391","20221206"
"1392","20221206"
"1393","20221206"
"1394","20221206"
"1395","20221206"
"1396","20221206"
"1397","20221206"
"1398","20221206"
"1399","20221206"
"1400","20221206"
"1401","20221206"
"1402","20221206"
"1403","20221206"
"1404","20221206"
"1405","20221206"
"1406","20221206"
"1407","20221206"
"1408","20221206"
"1409","20221206"
"1410","20221206"
"1411","20221206"
"1412","20221206"
"1413","20221206"
"1414","20221206"
"1415","20221206"
"1416","20221206"
"1417","20221206"
"1418","20221206"
"1419","20221206"
"1420","20221206"
"1421","20221206"
"1422","20221206"
"1423","20221206"
"1424","20221206"
"1425","20221206"
"1426","20221206"
"1427","20221206"
"1428","20221206"
"1429","20221206"
"1430","20221206"
"1431","20221206"
"1432","20221206"
"1433","20221206"
"1434","20221206"
"1435","20221206"
"1436","20221206"
"1437","20221206"
"1438","20221206"
"1439","20221206"
"1440","20221206"
"1441","20221206"
"1442","20221206"
"1443","20221206"
"1444","20221206"
"1445","20221206"
"1446","20221206"
"1447","20221206"
"1448","20221206"
"1449","20221206"
"1450","20221206"
"1451","20221206"
"1452","20221206"
"1453","20221206"
"1454","20221206"
"1455","20221206"
"1456","20221206"
"1457","20221206"
"1458","20221206"
"1459","20221206"
"1460","20221206"
"1461","20221206"
"1462","20221206"
"1463","20221206"
"1464","20221206"
"1465","20221206"
"1466","20221206"
"1467","20221206"
"1468","20221206"
"1469","20221206"
"1470","20221206"
"1471","20221206"
"1472","20221206"
"1473","20221206"
"1474","20221206"
"1475","20221206"
"1476","20221206"
"1477","20221206"
"1478","20221206"
"1479","20221206"
"1480","20221206"
"1481","20221206"
"1482","20221206"
"1483","20221206"
"1484","20221206"
"1485","20221206"
"1486","20221206"
"1487","20221206"
"1488","20221206"
"1489","20221206"
"1490","20221206"
"1491","20221206"
"1492","20221206"
"1493","20221206"
"1494","20221206"
"1495","20221206"
"1496","20221206"
"1497","20221206"
"1498","20221206"
"1499","20221206"
"1500","20221206"
"1501","20221206"
"1502","20221206"
"1503","20221206"
"1504","20221206"
"1505","20221206"
"1506","20221206"
"1507","20221206"
"1508","20221206"
"1509","20221206"
"1510","20221206"
"1511","20221206"
"1512","20221206"
"1513","20221206"
"1514","20221206"
"1515","20221206"
"1516","20221206"
"1517","20221206"
"1518","20221206"
"1519","20221206"
"1520","20221206"
"1521","20221206"
"1522","20221206"
"1523","20221206"
"1524","20221206"
"1525","20221206"
"1526","20221206"
"1527","20221206"
"1528","20221206"
"1529","20221206"
"1530","20221206"
"1531","20221206"
"1532","20221206"
"1533","20221206"
"1534","20221206"
"1535","20221206"
"1536","20221206"
"1537","20221206"
"1538","20221206"
"1539","20221206"
"1540","20221206"
"1541","20221206"
"1542","20221206"
"1543","20221206"
"1544","20221206"
"1545","20221206"
"1546","20221206"
"1547","20221206"
"1548","20221206"
"1549","20221206"
"1550","20221206"
"1551","20221206"
"1552","20221206"
"1553","20221206"
"1554","20221206"
"1555","20221206"
"1556","20221206"
"1557","20221206"
"1558","20221206"
"1559","20221206"
"1560","20221206"
"1561","20221206"
"1562","20221206"
"1563","20221206"
"1564","20221206"
"1565","20221206"
"1566","20221206"
"1567","20221206"
"1568","20221206"
"1569","20221206"
"1570","20221206"
"1571","20221206"
"1572","20221206"
"1573","20221206"
"1574","20221206"
"1575","20221206"
"1576","20221206"
"1577","20221206"
"1578","20221206"
"1579","20221206"
"1580","20221206"
"1581","20221206"
"1582","20221206"
"1583","20221206"
"1584","20221206"
"1585","20221206"
"1586","20221206"
"1587","20221206"
"1588","20221206"
"1589","20221206"
"1590","20221206"
"1591","20221206"
"1592","20221206"
"1593","20221206"
"1594","20221206"
"1595","20221206"
"1596","20221206"
"1597","20221206"
"1598","20221206"
"1599","20221206"
"1600","20221206"
"1601","20221206"
"1602","20221206"
"1603","20221206"
"1604","20221206"
"1605","20221206"
"1606","20221206"
"1607","20221206"
"1608","20221206"
"1609","20221206"
"1610","20221206"
"1611","20221206"
"1612","20221206"
"1613","20221206"
"1614","20221206"
"1615","20221206"
"1616","20221206"
"1617","20221206"
"1618","20221206"
"1619","20221206"
"1620","20221206"
"1621","20221206"
"1622","20221206"
"1623","20221206"
"1624","20221206"
"1625","20221206"
"1626","20221206"
"1627","20221206"
"1628","20221206"
"1629","20221206"
"1630","20221206"
"1631","20221206"
"1632","20221206"
"1633","20221206"
"1634","20221206"
"1635","20221206"
"1636","20221206"
"1637","20221206"
"1638","20221206"
"1639","20221206"
"1640","20221206"
"1641","20221206"
"1642","20221206"
"1643","20221206"
"1644","20221206"
"1645","20221206"
"1646","20221206"
"1647","20221206"
"1648","20221206"
"1649","20221206"
"1650","20221206"
"1651","20221206"
"1652","20221206"
"1653","20221206"
"1654","20221206"
"1655","20221206"
"1656","20221206"
"1657","20221206"
"1658","20221206"
"1659","20221206"
"1660","20221206"
"1661","20221206"
"1662","20221206"
"1663","20221206"
"1664","20221206"
"1665","20221206"
